名称,价格,月销量,评价数,店铺所在地,适合肤质,产地,补水保湿,美白提亮,控油祛痘,清洁毛孔,提拉紧致
欧诗漫,338.5,48,495,浙江,任何肤质,中国,1,1,1,1,1
欧诗漫,184,743,9036,浙江,任何肤质,中国,1,1,0,1,1
欧诗漫,139,29,290,浙江,任何肤质,中国,1,1,0,0,0
欧诗漫,118,7,1942,浙江,混合型肤质,中国,1,1,0,0,0
欧诗漫,99,7896,19372,浙江,任何肤质,中国,1,1,1,1,0
片仔癀,362,714,9184,福建,任何肤质,中国,1,1,1,1,0
片仔癀,69.88,277,1297,福建,任何肤质,中国,0,0,0,0,0
珀莱雅,168,24,382,上海,任何肤质,中国,1,1,1,1,1
珀莱雅,166,111,4534,上海,任何肤质,中国,1,1,0,0,0
珀莱雅,143,32,597,上海,任何肤质,中国,1,1,0,1,0
珀莱雅,138.5,1313,9906,上海,油性及混合性肤质,中国,1,0,1,1,0
珀莱雅,128,1,1,上海,任何肤质,美国,1,0,1,1,0
珀莱雅,475,74,131,浙江,任何肤质,中国,1,1,0,1,0
珀莱雅,402,7,103,浙江,任何肤质,中国,1,1,0,0,0
珀莱雅,265.5,205,5873,浙江,任何肤质,中国,1,1,0,1,0
珀莱雅,258.5,15,27,浙江,任何肤质,中国,1,1,0,1,1
珀莱雅,245,939,6308,浙江,任何肤质,中国,1,1,0,0,0
珀莱雅,195.5,64,163,浙江,任何肤质,中国,1,0,1,1,1
珀莱雅,169,36,29,浙江,任何肤质,中国,1,0,0,0,0
珀莱雅,159,158,93,浙江,任何肤质,中国,1,1,0,0,0
珀莱雅,148.5,477,2049,浙江,任何肤质,中国,1,1,1,1,0
珀莱雅,144.9,2182,13236,浙江,任何肤质,中国,1,1,0,0,0
珀莱雅,129,431,8806,浙江,任何肤质,中国,1,0,0,0,0
珀莱雅,89,2601,9987,浙江,任何肤质,中国,1,1,1,1,1
珀莱雅,89,313,582,浙江,任何肤质,中国,1,1,1,1,0
珀莱雅,89,607,11250,浙江,任何肤质,中国,1,1,0,0,1
珀莱雅,39.8,171,4974,浙江,任何肤质,中国,1,1,0,1,1
珀莱雅,35,61,89,浙江,任何肤质,中国,1,1,0,0,1
珀莱雅,229,88,12766,浙江,任何肤质,中国,1,1,1,1,1
珀莱雅,219,2582,1630,浙江,任何肤质,中国,1,1,1,1,1
珀莱雅,129,3072,16105,浙江,任何肤质,中国,1,1,1,1,0
珀薇,325.5,439,6552,上海,油性及混合性肤质,中国,1,0,0,1,0
普兰娜,209,58,2398,天津,任何肤质,中国,1,1,0,1,0
七水,1796,4,26,广东,任何肤质,中国,1,1,1,1,1
千纤草,229,8,38,重庆,油性及混合性肤质,中国,1,0,1,1,0
巧茜妮,128,4952,6405,陕西,油性及混合性肤质,中国,1,0,0,0,0
巧茜妮,103,117,1535,陕西,油性及混合性肤质,中国,1,0,1,1,0
泉润,190.5,35,500,广东,任何肤质,中国,1,1,1,0,0
泉润,139,1481,14200,河南,任何肤质,中国,0,0,1,0,0
容园美,98,132,532,广东,中性及干性肤质,中国,1,0,0,0,0
茹妆,26.8,633,1128,江苏,任何肤质,中国,1,1,1,1,0
瑞莱欧,99,41,332,天津,任何肤质,中国,1,1,0,0,0
瑞倪维儿,164,25646,42880,河南,任何肤质,中国,1,0,0,0,0
瑞倪维儿,129,124,606,河南,任何肤质,中国,1,1,0,1,0
瑞倪维儿,99,240,1550,河南,任何肤质,中国,1,1,0,0,0
瑞倪维儿,154,12,921,湖南,任何肤质,中国,1,0,0,1,0
瑞倪维儿,129,1813,479,湖南,任何肤质,中国,1,1,0,1,1
尚若水,98,136,2628,浙江,任何肤质,中国,1,1,1,1,0
圣蜜莱雅,44.8,990,15169,广东,任何肤质,中国,1,1,0,0,0
诗婷露雅,249,4927,39787,广东,任何肤质,中国,1,1,1,1,1
诗婷露雅,152.5,62,1419,广东,任何肤质,中国,1,1,0,1,0
诗婷露雅,105,122,93,广东,敏感性肤质,中国,1,0,1,1,1
诗婷露雅,99,4421,4069,广东,任何肤质,中国,1,1,1,1,1
诗婷露雅,299,21,933,黑龙江,任何肤质,中国,1,1,0,0,0
诗婷露雅,256,7,43,浙江,中性及干性肤质,中国,1,0,0,0,0
水密码,69.9,11,36,安徽,任何肤质,中国,1,0,0,0,0
水密码,218,47,300,广东,任何肤质,韩国,1,0,0,0,1
水密码,178.6,102,72,广东,任何肤质,中国,1,1,0,0,0
水密码,235,122,3772,江苏,任何肤质,中国,1,1,0,0,0
水密码,164,909,51947,江苏,任何肤质,中国,1,1,1,1,1
水密码,131.5,259,2643,江苏,油性及混合性肤质,中国,1,0,1,1,0
水密码,81,253,2354,上海,任何肤质,中国,1,1,0,0,0
水密码,418.5,2664,987,四川,任何肤质,中国,1,0,1,0,0
水密码,312.5,565,7508,四川,油性及混合性肤质,中国,1,1,1,0,0
水密码,219,1539,1264,四川,中性及干性肤质,中国,1,1,0,1,1
水密码,67,4,3,四川,任何肤质,中国,1,1,1,0,0
水密码,211,4723,9710,浙江,干性肤质,中国,1,1,0,1,0
水密码,113.5,244,711,浙江,任何肤质,中国,1,1,0,0,1
水密码,49.99,1266,50400,浙江,任何肤质,中国,1,1,1,1,0
水木萃白,319,3,43,广东,任何肤质,中国,1,1,0,0,0
水木萃白,228,6107,63216,广东,任何肤质,中国,1,0,1,0,0
水木萃白,208,229,7400,广东,任何肤质,中国,1,0,1,1,0
水木萃白,139,454,11738,广东,任何肤质,中国,1,1,0,1,0
水之蔻,349.9,734,13429,广东,任何肤质,中国,1,1,0,0,0
素伊本草,98,41,1705,四川,任何肤质,中国,1,0,0,0,0
婷美,307,227,3073,广东,任何肤质,中国,1,1,0,0,1
婷美,159.9,1847,8679,广东,任何肤质,中国,1,1,0,0,0
婷美,128.5,652,14024,广东,任何肤质,中国,1,0,0,0,0
婷美,99,89,1364,广东,任何肤质,中国,1,1,1,1,0
婷美,193.5,571,1579,江苏,任何肤质,中国,1,0,0,0,0
婷美,228,15,12,上海,任何肤质,中国,1,0,0,0,0
婷美,184,1804,9548,上海,任何肤质,中国,1,1,0,1,0
婷美,179.5,463,1358,上海,干性肤质,中国,1,1,0,1,0
婷美,139,10,30,上海,任何肤质,中国,1,0,0,1,0
婷美,129,82,3237,上海,中性及干性肤质,中国,1,1,0,1,0
婷美,122.5,164,192,上海,任何肤质,中国,1,1,1,0,0
婷美,114.5,27,203,上海,任何肤质,中国,1,1,0,0,0
婷美,165,17,91,浙江,中性及干性肤质,中国,1,0,1,1,0
婷美,39.9,1420,2778,浙江,任何肤质,中国,1,1,1,1,0
婷美,39.8,6,48,浙江,任何肤质,中国,1,0,1,1,1
婷美,66.5,106,1511,浙江,任何肤质,中国,1,0,1,1,0
透真,359,392,29370,广东,任何肤质,中国,1,1,1,1,0
透真,201.5,58,1565,广东,任何肤质,中国,1,1,0,1,1
透真,182.45,399,703,广东,任何肤质,中国,1,1,1,1,1
透真,176,245,438,广东,任何肤质,中国,1,1,1,1,1
土家硒泥坊,144,736,3404,湖北,中性及干性肤质,中国,1,0,1,1,1
土家硒泥坊,123,2125,5930,湖北,任何肤质,中国,1,1,1,0,0
丸美,274,109,166,安徽,任何肤质,中国,1,1,0,1,0
丸美,169,1512,2271,北京,任何肤质,中国,1,0,0,0,0
丸美,138,184,11234,北京,任何肤质,中国,1,0,0,0,0
丸美,29.9,649,683,北京,任何肤质,中国,1,1,1,1,1
丸美,159,1980,82777,河南,任何肤质,中国,1,1,1,1,0
丸美,109,81,1525,河南,任何肤质,中国,1,1,0,0,1
丸美,232.5,165,3605,湖南,任何肤质,中国,1,1,1,0,0
丸美,339,223,143,江苏,任何肤质,中国,1,1,0,1,0
丸美,314,271,464,江苏,混合型肤质,中国,1,0,0,0,0
丸美,251,10,41,江苏,任何肤质,中国,1,1,1,1,1
丸美,208,124,3041,江苏,任何肤质,中国,1,1,0,0,0
丸美,176,2024,2774,江苏,任何肤质,中国,1,1,1,1,1
丸美,174,37,3330,江苏,任何肤质,中国,1,1,0,0,0
丸美,159,43,606,江苏,任何肤质,中国,1,1,0,0,0
丸美,148.5,810,2644,江苏,任何肤质,中国,1,0,1,1,0
丸美,109,1297,1082,江苏,任何肤质,中国,1,0,0,0,0
丸美,99,132,169,江苏,中性及干性肤质,中国,1,1,0,0,0
丸美,109,23,1635,山东,任何肤质,中国,1,1,1,1,0
丸美,308,4413,48817,浙江,任何肤质,中国,1,1,0,1,0
婉丝,269,8,197,广东,任何肤质,中国,1,1,1,1,0
婉丝,209,10,448,广东,任何肤质,中国,1,1,0,1,0
婉丝,183.9,51,273,广东,任何肤质,中国,1,1,1,1,0
薇罗尼卡,67,40,243,广东,任何肤质,中国,1,1,0,0,0
温碧泉,99,1183,1219,安徽,任何肤质,中国,1,1,0,0,0
温碧泉,254.5,5101,36009,北京,任何肤质,中国,1,1,0,1,0
温碧泉,94,355,3559,北京,任何肤质,中国,1,0,1,1,0
温碧泉,331,875,2070,广东,任何肤质,中国,0,1,0,0,0
温碧泉,266,1081,4404,广东,敏感性肤质,中国,1,1,0,1,0
温碧泉,209,105,375,广东,任何肤质,其他/other,1,0,1,1,0
温碧泉,203.5,2929,39568,广东,任何肤质,中国,1,1,0,0,0
温碧泉,179,5631,48992,广东,油性及混合性肤质,中国,1,1,1,1,1
温碧泉,141,200,1324,广东,任何肤质,中国,1,1,0,0,0
温碧泉,118,101,1988,广东,任何肤质,中国,1,1,0,0,0
温碧泉,69,18,466,广东,任何肤质,中国,1,1,1,1,0
温碧泉,88,721,11989,河北,任何肤质,中国,1,0,1,1,0
温碧泉,103,1796,3312,江苏,任何肤质,中国,1,1,0,1,0
温碧泉,159,887,17456,上海,任何肤质,中国,1,1,1,1,0
温碧泉,154,65,23146,上海,任何肤质,中国,1,1,0,1,0
温碧泉,86.9,673,7040,上海,任何肤质,中国,1,0,0,1,0
温碧泉,29.8,16,156,四川,任何肤质,中国,0,1,0,1,0
温碧泉,253,208,6824,浙江,任何肤质,中国,1,1,1,1,1
温碧泉,184,82,522,浙江,任何肤质,中国,0,0,0,0,1
温碧泉,144,3468,62843,浙江,任何肤质,中国,1,1,0,1,0
温碧泉,119.9,355,1067,浙江,油性及混合性肤质,中国,1,0,1,1,0
温碧泉,114,10,12,浙江,任何肤质,中国,1,1,0,0,0
温碧泉,79.9,2031,1043,浙江,任何肤质,中国,1,0,0,0,0
温碧泉,79.88,294,1943,浙江,任何肤质,中国,1,1,1,0,0
温碧泉,49,199,134,浙江,任何肤质,中国,1,1,0,0,0
温碧泉,22.5,103,1132,浙江,任何肤质,中国,1,1,0,0,0
温碧泉,988,85,473,浙江,中性及干性肤质,中国,1,0,0,0,1
温碧泉,192.5,2233,2208,浙江,任何肤质,中国,1,1,1,1,0
温碧泉,182.5,47,689,浙江,任何肤质,中国,1,1,1,1,1
西施美,68,138,1268,江苏,任何肤质,中国,1,1,1,1,1
希格,195,1313,23496,广东,任何肤质,中国,1,0,0,0,0
希芸,276,235,1740,江苏,任何肤质,中国,1,0,0,1,1
希芸,202.5,410,3209,浙江,任何肤质,中国,1,1,0,0,0
希芸,299,103,225,浙江,中性及干性肤质,中国,1,1,1,1,1
皙肤泉,65,18,9,广东,任何肤质,韩国,1,0,1,0,1
相宜本草,447,54,443,北京,任何肤质,中国,1,0,0,1,1
相宜本草,239,213,2848,北京,任何肤质,中国,1,0,0,0,0
相宜本草,158,1871,4309,北京,油性及混合性肤质,中国,1,0,0,0,1
相宜本草,119,1773,2974,北京,任何肤质,中国,1,0,0,0,0
相宜本草,159,5131,4224,江苏,任何肤质,中国,1,0,0,0,0
相宜本草,119,2570,30758,江苏,任何肤质,中国,1,1,1,0,0
相宜本草,12.85,419,2940,江苏,任何肤质,中国,1,1,0,0,0
相宜本草,106,72,576,山东,任何肤质,中国,1,0,0,0,0
相宜本草,429,309,154,上海,任何肤质,中国,1,0,0,1,0
相宜本草,315,1,104,上海,任何肤质,中国,1,1,0,0,0
相宜本草,267,314,4233,上海,任何肤质,中国,1,0,0,0,0
相宜本草,152.5,230,455,上海,任何肤质,中国,1,1,1,1,0
相宜本草,152,467,1041,上海,干性肤质,中国,1,1,1,0,0
形象美,394,1220,8096,广东,任何肤质,中国,1,0,0,1,0
形象美,243,355,1656,广东,任何肤质,中国,1,1,0,0,0
萱姿,322.9,32,1086,河南,任何肤质,中国,1,1,0,0,0
萱姿,269,26,103,河南,任何肤质,中国,1,0,0,0,0
萱姿,253,30,79,湖北,任何肤质,中国,1,1,0,0,0
萱姿,233.5,156,2920,湖北,任何肤质,中国,1,1,0,1,0
萱姿,168.3,15,647,湖北,任何肤质,中国,1,1,1,1,1
萱姿,128.5,127,2811,湖北,任何肤质,中国,1,1,0,0,0
萱姿,178,205,798,上海,任何肤质,中国,1,1,0,0,0
萱姿,138,80,2511,上海,任何肤质,中国,1,1,1,1,0
雪夙,185.5,2725,24165,四川,任何肤质,中国,1,1,1,1,0
雅邦,135,8,297,河南,任何肤质,中国,1,1,1,0,1
雅邦,149.6,11,354,浙江,任何肤质,中国,1,1,0,0,0
雅芳,99,8435,7158,上海,任何肤质,中国,1,1,0,0,0
雅格丽白,281,36,1077,安徽,任何肤质,中国,1,0,0,0,0
雅格丽白,121,178,4539,广东,任何肤质,中国,1,0,0,0,0
雅格丽白,368,938,8436,江苏,任何肤质,中国,1,0,1,1,0
雅格丽白,262,10,470,江苏,中性及干性肤质,中国,1,1,0,0,0
雅格丽白,239,138,1193,江苏,任何肤质,中国,1,0,1,0,0
雅格丽白,159,103,165,江苏,任何肤质,中国,1,1,0,1,1
雅格丽白,219,2005,917,上海,任何肤质,中国,1,1,1,1,0
雅格丽白,64.9,2770,2444,上海,任何肤质,中国,1,0,1,1,0
雅格丽白,349,53,599,浙江,任何肤质,中国,1,0,0,1,0
雅格丽白,245,193,1059,浙江,任何肤质,中国,1,0,1,0,0
一叶子,449,21,297,上海,任何肤质,中国,1,0,0,0,0
一叶子,266.5,1919,1366,上海,任何肤质,中国,1,1,0,0,0
一叶子,225,730,6950,上海,油性及混合性肤质,中国,1,0,1,0,0
一叶子,151,410,596,上海,任何肤质,中国,1,1,1,0,0
一枝春,238.5,281,7599,广东,任何肤质,中国,1,1,0,0,0
一枝春,118,567,4675,广东,任何肤质,中国,0,0,1,1,0
伊贝诗,129,2813,28012,广东,任何肤质,中国,1,1,0,1,0
伊贝诗,148.5,190,1391,陕西,任何肤质,中国,1,1,0,1,0
伊贝诗,141,163,2565,陕西,任何肤质,中国,1,1,0,0,0
依奈,139,2491,3972,上海,油性及混合性肤质,中国,1,0,1,1,0
优资莱,139,27,35,浙江,任何肤质,中国,1,1,1,0,0
妤赛璐,129.9,3785,5476,广东,任何肤质,中国,1,0,0,0,0
羽西,149,3474,20161,上海,任何肤质,中国,1,1,1,1,1
御泥坊,448,440,1282,湖南,中性及干性肤质,中国,1,0,0,1,0
御泥坊,386,14,123,湖南,任何肤质,中国,1,1,0,1,1
御泥坊,299,160,947,湖南,任何肤质,中国,1,1,0,0,1
御泥坊,279.9,51,545,湖南,中性及干性肤质,中国,1,0,0,0,0
御泥坊,277,854,22850,湖南,任何肤质,中国,1,1,0,0,0
御泥坊,274,40,1138,湖南,任何肤质,中国,1,1,1,1,1
御泥坊,247,43,787,湖南,任何肤质,中国,1,1,0,1,1
御泥坊,188,623,1145,湖南,任何肤质,中国,1,1,1,1,1
御泥坊,184,390,3986,湖南,任何肤质,中国,1,1,1,1,1
御泥坊,99,115,1457,湖南,任何肤质,中国,1,0,0,0,0
御泥坊,19.9,1309,3971,湖南,任何肤质,中国,1,0,1,0,0
泽平,99,5,5,上海,敏感性肤质,中国,1,0,1,1,0
长生鸟,298.5,171,159,浙江,中性及干性肤质,中国,1,0,0,0,1
长生鸟,98,112,955,浙江,油性及混合性肤质,中国,1,0,0,1,0
真百代,153,707,695,安徽,任何肤质,中国,1,1,1,0,0
真百代,168,230,2086,江苏,任何肤质,中国,1,1,1,1,0
真丽斯,98,6,27,广东,任何肤质,中国,1,1,0,0,1
植美村,266,178,15396,安徽,任何肤质,中国,1,1,1,1,1
植美村,159,50,667,广东,任何肤质,中国,1,0,0,0,0
植美村,129,0,4,广东,中性及干性肤质,中国,1,0,0,0,0
植美村,64.9,1295,4734,广东,任何肤质,中国,1,1,0,1,0
植美村,197,50,1371,河南,任何肤质,中国,1,0,0,1,0
植美村,190.5,280,62,河南,任何肤质,中国,1,1,0,0,0
植美村,179,509,4654,山东,任何肤质,中国,1,1,0,1,0
植美村,199,457,3463,浙江,任何肤质,中国,1,1,1,1,0
植美村,158.5,1915,1251,浙江,任何肤质,中国,1,1,1,1,0
卓碧泉,68,1331,408,上海,任何肤质,中国,1,1,1,1,1
卓尔诗婷,118,6440,37127,广东,任何肤质,中国,1,1,1,1,1
姿维雅,89,1543,1404,广东,任何肤质,中国,1,0,0,0,0
资生堂,67,475,2500,浙江,任何肤质,中国,1,1,0,1,1
自然乐园,210,300,2370,北京,任何肤质,中国,1,0,0,1,0
自然堂,313.5,5,47,安徽,任何肤质,中国,1,1,1,1,1
自然堂,188,345,3925,安徽,任何肤质,中国,1,1,0,0,0
自然堂,162,19,16883,安徽,任何肤质,中国,1,1,0,0,0
自然堂,153.5,2427,11309,安徽,任何肤质,中国,1,1,0,1,1
自然堂,144.5,5315,19131,安徽,任何肤质,中国,1,1,0,1,1
自然堂,133.5,93,19157,安徽,任何肤质,中国,1,1,0,0,0
自然堂,99,302,191,安徽,任何肤质,韩国,1,1,0,0,0
自然堂,89,25,1321,安徽,任何肤质,中国,1,1,0,0,0
自然堂,81,409,4232,安徽,任何肤质,中国,1,0,0,0,0
自然堂,229,97,394,广东,任何肤质,中国,1,1,0,0,0
自然堂,258,8026,11123,江苏,任何肤质,中国,0,1,0,0,0
自然堂,239,48,1056,江苏,任何肤质,中国,1,0,1,0,0
自然堂,216.5,43,63,江苏,任何肤质,中国,1,0,1,1,1
自然堂,191,157,6316,江苏,任何肤质,中国,1,1,0,0,1
自然堂,173.5,118,707,江苏,任何肤质,中国,1,1,0,1,0
自然堂,114,77,502,江苏,任何肤质,中国,0,0,1,1,0
自然堂,111.5,26,246,江苏,任何肤质,中国,1,0,0,0,0
自然堂,99,314,2863,江苏,任何肤质,韩国,1,0,1,1,0
自然堂,78,382,160,江苏,任何肤质,中国,1,1,0,0,0
自然堂,69.9,86,27496,江苏,干性肤质,中国,1,1,0,1,0
自然堂,593.5,592,1031,上海,油性及混合性肤质,中国,1,0,1,1,0
自然堂,282,756,1282,上海,任何肤质,中国,1,1,0,0,1
自然堂,224.5,2505,67481,上海,任何肤质,中国,1,1,1,1,1
自然堂,201.5,58,1691,上海,中性及干性肤质,中国,1,1,0,1,0
自然堂,188,3973,50088,上海,任何肤质,中国,1,0,1,1,0
自然堂,129,2470,10253,上海,任何肤质,中国,1,1,1,1,0
自然堂,122,1077,1715,上海,任何肤质,中国,1,1,0,0,0
自然堂,112.5,232,1887,上海,任何肤质,中国,1,0,0,1,0
自然堂,29,282,297,上海,任何肤质,中国,1,1,1,1,1
自然堂,173,1002,2389,浙江,任何肤质,中国,1,1,0,0,0
自然堂,119,100,106,浙江,任何肤质,中国,1,1,1,0,0
